# wave A(l)/A(V) unc
0.11406331483179236 7.345165521961495 0.5662698759039455
0.11417750759044631 6.757223228206023 0.3827543988918838
0.11429181467144968 6.579422370772963 0.5071616554274841
0.1144062361892545 6.906440723402275 0.26759502827189596
0.11452077225842743 6.637545628363727 0.26444978215418913
0.11463542299364983 6.5928896720937304 0.24861516566810418
0.11475018850971794 6.179866307859248 0.3607064683503747
0.11486506892154282 6.299171230421346 0.2660807560891906
0.11498006434415063 6.228375372962847 0.22028337153773497
0.11509517489268266 5.932244353122583 0.24238595919643102
0.11521040068239552 5.86638961666603 0.30808597919602415
0.11532574182866111 6.345307795682283 0.2005018457496363
0.1154411984469669 5.813282907230565 0.2979263309501272
0.11555677065291604 5.896218390700176 0.22609210510707842
0.11567245856222728 5.94412343494276 0.20528884939348743
0.11578826229073531 6.110151827846016 0.22335778156125063
0.11590418195439078 5.850952754892141 0.20988617564440995
0.11602021766926039 5.7516247359974635 0.19255190684331397
0.11613636955152704 6.141395286005705 0.21218214105084252
0.11625263771748998 5.833697568002038 0.26199635364283724
0.11636902228356487 5.880906380661614 0.2140010959572912
0.1164855233662839 5.930573560320395 0.20442086355493905
0.11660214108229595 5.664035827799764 0.23873813675196612
0.11671887554836669 5.643796002498521 0.18355350134836007
0.11683572688137862 5.986254841649043 0.21502167722887422
0.11695269519833139 5.91531911356171 0.22939604422666987
0.11706978061634163 5.678074378372055 0.19675126706763413
0.11718698325264333 5.652671235639216 0.21911646040176386
0.11730430322458776 6.023584357176854 0.2392922910783199
0.11742174064964377 5.856940230426075 0.2611767512754479
0.11753929564539771 5.198765812506766 0.2022231899530977
0.11765696832955375 5.578317774244927 0.23600240451283672
0.11777475881993385 5.8171137089320455 0.19414322364049055
0.11789266723447787 5.72364298873379 0.19590817214160505
0.11801069369124387 5.941642222876123 0.20522632089950793
0.118128838308408 5.899266379463156 0.2186672892858666
0.11824710120426474 5.793488795198598 0.21196560866431394
0.11836548249722698 5.518806980802192 0.19113177833459963
0.11848398230582627 5.735688844188517 0.20468918950663068
0.11860260074871269 5.674846605956722 0.22070717286577615
0.11872133794465514 5.676309626188794 0.2255603869320196
0.11884019401254152 6.07789854580335 0.302590403974796
0.1189591690713786 5.971112920374277 0.3025975313550262
0.12431370066032962 5.370453047337455 0.1573957521736867
0.12443815543737885 5.5510169986806925 0.1787955938980797
0.12456273481044161 5.52723490058207 0.1598821913163035
0.12468743890425532 5.615898030920393 0.19586571278292325
0.1248122678436823 5.466792973560712 0.1804987591821516
0.12493722175370979 5.59656018797502 0.19759651517829546
0.1250623007594502 5.646194873213246 0.18576869079579905
0.12518750498614128 5.829209069878495 0.18590751741284225
0.12531283455914605 5.63384611806328 0.18534143653764787
